,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,state
1798,1798,30.0,0.0,"new orleans, louisiana, usa",english506,english,female,1799,usa,louisiana
1800,1800,20.0,0.0,"winfield, illinois, usa",english508,english,female,1801,usa,illinois
1801,1801,44.0,0.0,"coudersport, pennsylvania, usa",english509,english,female,1802,usa,pennsylvania
1802,1802,66.0,0.0,"philadelphia, pennsylvania, usa",english510,english,female,1803,usa,pennsylvania
1815,1815,22.0,3.0,"lancaster, pennsylvania, usa",greek14,greek,female,1816,usa,pennsylvania
1817,1817,31.0,0.0,"montgomery, alabama, usa",english511,english,female,1818,usa,alabama
1818,1818,54.0,0.0,"salina, kansas, usa",english512,english,female,1819,usa,kansas
1871,1871,57.0,0.0,"youngstown, ohio, usa",english514,english,male,1872,usa,ohio
1872,1872,55.0,0.0,"youngstown, ohio, usa",english515,english,female,1873,usa,ohio
1874,1874,32.0,0.0,"dripping springs, texas, usa",english516,english,female,1875,usa,texas
1875,1875,33.0,0.0,"colorado springs, colorado, usa",english517,english,male,1876,usa,colorado
1883,1883,47.0,0.0,"st. paul, minnesota, usa",english520,english,female,1884,usa,minnesota
1885,1885,25.0,0.0,"bethesda, maryland, usa",english521,english,female,1886,usa,maryland
1886,1886,22.0,0.0,"bethpage, new york, usa",english522,english,female,1887,usa,new york
1887,1887,18.0,0.0,"madison, wisconsin, usa",english523,english,female,1888,usa,wisconsin
1889,1889,19.0,0.0,"downers grove, illinois, usa",english524,english,male,1890,usa,illinois
1892,1892,18.0,0.0,"albion, new york, usa",english525,english,female,1893,usa,new york
1894,1894,20.0,0.0,"woodbridge, virginia, usa",english526,english,male,1895,usa,virginia
1896,1896,19.0,3.0,"washington, district of columbia, usa",arabic78,arabic,female,1897,usa,district of columbia
1906,1906,25.0,0.0,"wynnewood, pennsylvania, usa",english527,english,female,1907,usa,pennsylvania
1907,1907,52.0,0.0,"green bay, wisconsin, usa",english528,english,female,1908,usa,wisconsin
1924,1924,29.0,0.0,"burlington, vermont, usa",english529,english,female,1925,usa,vermont
1925,1925,50.0,0.0,"detroit, michigan, usa",english530,english,female,1926,usa,michigan
1927,1927,29.0,0.0,"nokesville, virginia, usa",english531,english,female,1928,usa,virginia
1932,1932,23.0,0.0,"bristol, connecticut, usa",english532,english,female,1933,usa,connecticut
1933,1933,38.0,0.0,"fairfax, virginia, usa",english533,english,female,1934,usa,virginia
1949,1949,26.0,3.0,"bayside, new york, usa",korean42,korean,male,1950,usa,new york
1950,1950,29.0,0.0,"mineola, new york, usa",english534,english,female,1951,usa,new york
1954,1954,22.0,0.0,"plymouth, massachusetts, usa",english535,english,female,1955,usa,massachusetts
1955,1955,21.0,0.0,"richmond, virginia, usa",english536,english,female,1956,usa,virginia
1956,1956,21.0,0.0,"woodbridge, virginia, usa",english537,english,female,1957,usa,virginia
1957,1957,20.0,0.0,"lyndhurst, virginia, usa",english538,english,female,1958,usa,virginia
1958,1958,19.0,0.0,"orange county, california, usa",english539,english,female,1959,usa,california
1959,1959,18.0,0.0,"arlington, virginia, usa",english540,english,female,1960,usa,virginia
1960,1960,27.0,0.0,"fort lauderdale, florida, usa",english541,english,female,1961,usa,florida
1969,1969,31.0,0.0,"hanover, new hampshire, usa",english544,english,male,1970,usa,new hampshire
1994,1994,56.0,0.0,"tangier island, virginia, usa",english545,english,male,1995,usa,virginia
1995,1995,43.0,0.0,"tangier island, virginia, usa",english546,english,female,1996,usa,virginia
1996,1996,63.0,0.0,"tangier island, virginia, usa",english547,english,male,1997,usa,virginia
1999,1999,23.0,7.0,"superior, colorado, usa",mandarin58,mandarin,male,2000,usa,colorado
2000,2000,19.0,5.0,"woodbridge, virginia, usa",twi5,twi,male,2001,usa,virginia
2027,2027,82.0,0.0,"fredericksburg, virginia, usa",english550,english,male,2028,usa,virginia
2028,2028,81.0,0.0,"king george, virginia, usa",english551,english,female,2029,usa,virginia
2042,2042,23.0,0.0,"bethesda, maryland, usa",english552,english,female,2043,usa,maryland
2045,2045,21.0,0.0,"nashville, tennessee, usa",english553,english,male,2046,usa,tennessee
2046,2046,22.0,0.0,"hoffman estates, illinois, usa",english554,english,female,2047,usa,illinois
2048,2048,90.0,0.0,"brooklyn, new york, usa",english555,english,male,2049,usa,new york
2049,2049,84.0,0.0,"brooklyn, new york, usa",english556,english,female,2050,usa,new york
2054,2054,23.0,0.0,"queens, new york, usa",english558,english,male,2055,usa,new york
2055,2055,19.0,0.0,"reston, virginia, usa",english559,english,female,2056,usa,virginia
2058,2058,22.0,0.0,"hartford, connecticut, usa",english560,english,female,2059,usa,connecticut
2059,2059,20.0,0.0,"yorktown, virginia, usa",english561,english,female,2060,usa,virginia
2060,2060,30.0,0.0,"florence, south carolina, usa",english562,english,female,2061,usa,south carolina
2073,2073,32.0,0.0,"manassas, virginia, usa",english563,english,male,2074,usa,virginia
2076,2076,52.0,0.0,"casper, wyoming, usa",english564,english,male,2077,usa,wyoming
2079,2079,27.0,0.0,"portland, oregon, usa",english565,english,female,2080,usa,oregon
2100,2100,24.0,0.0,"new york, new york, usa",english567,english,male,2101,usa,new york
2102,2102,86.0,0.0,"quincy, florida, usa",english568,english,female,2103,usa,florida
2105,2105,42.0,0.0,"parma, ohio, usa",english570,english,female,2106,usa,ohio
2112,2112,39.0,0.0,"washington, dc, usa",english571,english,male,2113,usa,dc
2120,2120,51.0,0.0,"fort worth, texas, usa",english572,english,male,2121,usa,texas
2123,2123,46.0,0.0,"painesville, ohio, usa",english573,english,male,2124,usa,ohio
2145,2145,21.0,6.0,"alexandria, virginia, usa",tagalog17,tagalog,male,2146,usa,virginia
2164,2164,24.0,0.0,"great falls, virginia, usa",english575,english,male,2165,usa,virginia
2166,2166,63.0,0.0,"washington, dc, usa",english576,english,female,2167,usa,dc
2169,2169,38.0,0.0,"san leandro, california, usa",english577,english,female,2170,usa,california
